Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,ABW,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,2.352463825,,,,,,,,,,2.351122785,,,,,,,,
Aruba,ABW,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,11.2803100010435,12.6697760696791,13.6564110413797,14.5074118013613,14.1742540435025,15.3856678532735,15.3016017316017,14.8389958078697,13.3038805039224,13.3925975242085,13.0346111904248,,,,,,,,,,
Aruba,ABW,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,0.73727858,0.73683528,0.74674908,0.75058099,0.75633366,0.7704027,0.76702339,0.76702339,0.76702339,0.76702339,0.76702339,,,,,,,,,,
Aruba,ABW,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,4.61565336971463,4.56127918193154,4.43574634250725,4.34776216841972,4.23638194621078,4.14474147085406,4.0433990570689,3.96734967383466,3.87269388646373,3.76867035323936,3.68251178627075,,,,,,,,,,
Aruba,ABW,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,0.800714315271354,,,,,,,,,,
Aruba,ABW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aruba,ABW,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Surface area (sq. km),AG.SRF.TOTL.K2,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
Aruba,ABW,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,9.008321762,,,,,,,,,,9.008321762,,,,,,,,
Aruba,ABW,Land area (sq. km),AG.LND.TOTL.K2,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
Aruba,ABW,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,2.33333326048321,,
Aruba,ABW,Forest area (sq. km),AG.LND.FRST.K2,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,4.19999986886978,,
Aruba,ABW,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,2.352464008,,,,,,,,,,2.352464008,,,,,,,,
Aruba,ABW,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,4.278098583,,,,,,,,,,4.278098583,,,,,,,,
Aruba,ABW,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Land under cereal production (hectares),AG.LND.CREL.HA,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Arable land (% of land area),AG.LND.ARBL.ZS,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,,
Aruba,ABW,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0229155447597878,0.0224706477164204,0.0220135823803287,0.0215289887833968,0.0210544045814384,0.0206149437727409,0.0202558311473916,0.0199938019214044,0.0198345796060852,0.0197585505127344,0.0197320389115807,0.0197131733280765,0.0196716796663683,0.019599004370578,0.0195007800312012,0.0193875473783189,0.0192726501821265,0.0191679205681372,0.0190708673430468,,
Aruba,ABW,Arable land (hectares),AG.LND.ARBL.HA,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,
Aruba,ABW,Agricultural land (% of land area),AG.LND.AGRI.ZS,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,,
Aruba,ABW,Agricultural land (sq. km),AG.LND.AGRI.K2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
Aruba,ABW,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,,,,,,,,,5.03313954860083,7.55967304919917,10.7670455667972,12.8790088017208,0.236604473774484,0.0369922318818034,0.0475230217083274,14.7990659661172,16.3591092152471,,
Afghanistan,AFG,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,,0.00237097073842654,,,,,,,,,,
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,78.105,78.014,77.922,77.831,77.739,77.647,77.5,77.297,77.093,76.887,76.68,76.472,76.263,76.052,75.84,75.627,75.413,75.197,74.98,74.75,74.505
Afghanistan,AFG,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.83215093506507,2.05386199629692,2.85705736333257,3.78595487089781,4.37844613787615,4.54994487650188,4.13204050030778,3.42045069869145,2.72621231964391,2.22627665921211,1.99868724639487,2.12539453319882,2.47290039593498,2.86606951019727,3.12844266743061,3.21333731463481,3.07221360668049,2.79024919014408,2.48932365978347,2.24112815187675,2.05646291237639
Afghanistan,AFG,Rural population,SP.RUR.TOTL,15416181,15736082,16192155,16816935,17569613,18387486,19163180,19829986,20378030,20836789,21257441,21714081,22257743,22904895,23632788,24404522,25165917,25877997,26530269,27131559,27695286
Afghanistan,AFG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,66.7679977416992,67.8479995727539,69.0940017700195,70.3170013427734,63.4770011901855,62.6990013122559,62.5340003967285,61.4830017089844,60.9150009155273,59.8330001831055,59.2939987182617,53.5309982299805,48.8380012512207,44.5379981994629,38.8779983520508,38.6870002746582,38.6459999084473,38.6780014038086,38.818000793457,38.773998260498,38.5880012512207
Afghanistan,AFG,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,59.0410003662109,60.3790016174316,61.931999206543,63.3540000915527,55.6660003662109,54.6389999389648,54.2729988098145,52.9830017089844,52.2919998168945,51.4249992370605,50.7599983215332,44.5719985961914,39.8520011901855,35.8349990844727,30.4640007019043,30.0279998779297,29.7830009460449,29.55299949646,29.6200008392334,29.4379997253418,29.2210006713867
Afghanistan,AFG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,82.6650009155273,83.2279968261719,83.8840026855469,84.6760025024414,79.556999206543,79.2419967651367,79.4400024414063,78.7750015258789,78.5289993286133,77.1559982299805,76.8150024414063,72.0579986572266,67.4329986572266,62.390998840332,55.9029998779297,55.8779983520508,55.8969993591309,56.0870018005371,56.0460014343262,55.9570007324219,55.7280006408691
Afghanistan,AFG,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,38.6278918638443,37.4188554431481,29.7210671376957,31.114854912062,28.6359685844686,30.1050113574013,24.8922700059742,29.2975010547259,26.2100685374552,23.7436639877543,24.390873626371,22.8106627361766,22.1370413719574,20.6343227166798,21.0810862110389,20.466505165881,
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,1566429360.70935,1689672146.2631,1553453355.42141,1931964915.97896,1996295478.42875,2934602218.87605,2516413856.92712,3644341667.51398,4156019104.80349,4227388546.40603,4878568830.24723,4690112703.56387,4534744861.96484,4107697613.7642,4081855308.9672,4132548614.56044,
Afghanistan,AFG,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,98.62,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,74.9056400907772,75.9398080880264,72.3803782737928,72.537779455581,73.2741160205769,72.3207855231867,71.9694398979111,71.9833766446173,71.6705374592834,71.5035999178182,71.2500531848884,,,,,,,,,,
Afghanistan,AFG,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,2496.601988,2734.2560759,2400.5430165,2218.8537835,2472.7522837,2413.4082552,2412.682632,2455.882775,2455.518618,2481.430185,2491.781085,,,,,,,,,,
Afghanistan,AFG,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,73.8812270155888,74.6658726141688,71.2095754689506,67.472554774367,69.3233435235172,68.6130608787632,67.2092781515581,66.0890971476598,64.8960821254462,63.7587489783654,62.6514427826658,,,,,,,,,,
Afghanistan,AFG,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,7166.60461859804,7694.99016574362,6682.43473924217,5847.50895952051,6883.41286882717,7101.86347931727,7071.35699143803,7070.67423653668,7054.13923095388,7045.15048586244,7032.24854369754,,,,,,,,,,
Afghanistan,AFG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,8.02072617359793,11.1930788250914,18.3846727932146,27.9542515209591,32.9043678269207,30.2188001325129,29.5728813319651,60.8491561955971,62.8756933574353,86.5005120344614,64.5733535573634,97.0993598483561,97.0919732851744,
Afghanistan,AFG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1388,1285.7,806.3,1006.7,1669.8,1458,1334.8,1790.4,1551.7,1915.3,1455.4,2040.7,2011.1,1659.9,2029.6,2048.5,2017.5,2133,1981.6,2024.7,
Afghanistan,AFG,Surface area (sq. km),AG.SRF.TOTL.K2,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860
Afghanistan,AFG,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,117.91,123.59,104.47,83.38,103.58,97.99,105.03,103.31,91.66,94.8,98.86,101.92,105.45,107.94,109.26,103.97,101.71,98.9,98.7,,
Afghanistan,AFG,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,103.45,102.3,86.04,77.42,95.55,98.77,96.05,106.32,97.63,108.92,100.53,116.85,115.98,110.74,122.13,119.31,123.66,119,125.41,,
Afghanistan,AFG,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,90.73,84.21,70.15,72.45,87.82,97.29,87.09,109.23,103.68,121.25,102.9,130.8,125.38,113.4,133.91,133.42,143.04,137.04,147.96,,
Afghanistan,AFG,Cereal production (metric tons),AG.PRD.CREL.MT,3875506,3256396,1940000,2108000,3737000,4381000,3560000,5425000,4638000,5786000,3950000,6514000,5957000,4681020,6379000,6520329,6748125,5809811,5534902,4897143,
Afghanistan,AFG,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,0.141807399767952,0.143734483209199,0.14317323961994,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Land area (sq. km),AG.LND.TOTL.K2,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860
Afghanistan,AFG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,327,,,,,327,,,,,327,,327,,,,
Afghanistan,AFG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,5.6684237014277,4.62214923317352,7.25929833816935,5.50236079238216,5.84014771828014,6.08546557636508,5.94038512265893,5.77947771036666,4.84304932735426,5.00118699058321,5.39171722500659,5.46557636507518,5.51833289369559,5.74254814033237,5.71089422316012,6.4811395410182,,
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,2.06782464846981,,
Afghanistan,AFG,Forest area (sq. km),AG.LND.FRST.K2,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,,
Afghanistan,AFG,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.168489415801244,0.153172196182949,0.107220537328064,0.107220537328064,0.114879147137212,0.211377630732469,0.145513586373801,0.160830805992096,0.177679747572221,0.177679747572221,0.177679747572221,0.17921146953405,0.18074319149588,0.182274913457709,0.183806635419539,0.191465245228686,0.212909352694299,0.222099684465276,0.277241675091137,,
Afghanistan,AFG,Land under cereal production (hectares),AG.LND.CREL.HA,2792105,2532871,2406000,2094000,2238000,3004700,2667000,3030000,2989000,3021000,2714000,3192000,2962000,2820000,3143000,3182922,3344733,2723762,2793133,2418725,
Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,11.8815672579113,11.7222681738811,11.768219832736,11.768219832736,11.7605612229268,11.9045430873388,11.9719388536593,11.9550899120792,11.938240970499,11.938240970499,11.938240970499,11.9367092485372,11.9367092485372,11.9336458046135,11.9321140826517,11.9244554728426,11.903011365377,11.893821033606,11.8386790429801,,
Afghanistan,AFG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.393002956515087,0.379409012334833,0.369731346360601,0.355579407921178,0.339722938643241,0.3281973876721,0.316095761162314,0.304237769008263,0.294858152761719,0.287595787773349,0.281145747196226,0.274451534510898,0.26701609124008,0.258687557261309,0.249988960692878,0.241248811690784,0.232868297949399,0.225637518977597,0.218437442839989,,
Afghanistan,AFG,Arable land (hectares),AG.LND.ARBL.HA,7757000,7653000,7683000,7683000,7678000,7772000,7816000,7805000,7794000,7794000,7794000,7793000,7793000,7791000,7790000,7785000,7771000,7765000,7729000,,
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.0017155285973,57.8270992249487,57.8270992249487,57.8270992249487,57.8270992249487,58.0675795729559,58.0691112949177,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0691112949177,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,58.0675795729559,,
Afghanistan,AFG,Agricultural land (sq. km),AG.LND.AGRI.K2,378670,377530,377530,377530,377530,379100,379110,379100,379100,379100,379100,379100,379110,379100,379100,379100,379100,379100,379100,,
Afghanistan,AFG,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,3.40336025006512,3.27509006690685,4.53556806550665,4.24035874439462,6.29099307159353,3.61880934051835,2.98806774441878,4.52149364814577,4.2549724111382,6.61006289308176,28.0656490693196,14.8793041506101,12.1164586282332,12.1258209916291,12.1823004269634,,
Afghanistan,AFG,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,,,,111.604168446229,157.065284462545,182.187275156748,211.733094491715,278.022227262418,166.17569080304,151.977290524667,258.973982066735,275.819331226086,269.374411549325,1346.58417251786,672.171895853885,590.067055210879,590.067055210879,590.067055210879,,
Afghanistan,AFG,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,110,110,110,,,,,,,,,,,,,,,,,,
Angola,AGO,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,,,,,,,,0.000749818069113222,,0.000464839405761505,0.000379226345312959,,,0.00197435994220663,0.00844073976962238,0.0286536684540127,,,
Angola,AGO,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,0.685840184645334,,0.683031529902809,0.648022234274181,0.632824742372298,0.658597547063011,0.520684904494605,0.886548351806959,0.793310841210763,,,
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,52.29,51.103,49.913,48.726,47.539,46.355,45.173,44,43.236,42.476,41.718,40.966,40.217,39.472,38.732,37.998,37.269,36.554,35.851,35.161,34.486
Angola,AGO,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.988026949033199,0.953056662981125,0.921027596203736,0.894336168285637,0.863021969038768,0.856685181374867,0.870051048351724,0.906563749007475,1.8679556656502,1.90721065869773,1.90988367251192,1.88484573683856,1.82619515590163,1.76433701333347,1.70523644308075,1.63868741717953,1.56033294089657,1.50172422115888,1.43635388161136,1.37868797147526,1.33772918846896
Angola,AGO,Rural population,SP.RUR.TOTL,8031535,8108446,8183472,8256988,8328556,8400212,8473617,8550785,8712011,8879762,9050985,9223200,9393181,9560379,9724804,9885476,10040932,10192857,10340319,10483867,10625055
Angola,AGO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,38.6150016784668,39.0250015258789,38.7000007629395,38.1559982299805,36.9609985351563,36.5149993896484,36.1660003662109,38.4129981994629,40.2190017700195,42.2760009765625,44.5859985351563,45.9379997253418,48.726001739502,51.2179985046387,50.8769989013672,50.3300018310547,49.7770004272461,49.3889999389648,49.4420013427734,49.2669982910156,49.056999206543
Angola,AGO,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.3530006408691,30.7299995422363,30.4790000915527,30.0450000762939,29.1089992523193,28.7630004882813,28.4669990539551,30.6979999542236,32.6339988708496,34.8230018615723,37.2690010070801,38.8819999694824,41.7869987487793,44.4959983825684,44.1529998779297,43.6710014343262,43.1949996948242,42.8600006103516,42.9109992980957,42.765998840332,42.5979995727539
Angola,AGO,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,47.4889984130859,47.9070014953613,47.4830017089844,46.8330001831055,45.4140014648438,44.8540000915527,44.4309997558594,46.5789985656738,48.148998260498,49.9830017089844,52.0849990844727,53.1230010986328,55.7439994812012,58.0009994506836,57.6609992980957,57.0419998168945,56.4059982299805,55.9560012817383,55.9970016479492,55.7830009460449,55.5289993286133
Angola,AGO,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,58.3,,,,,,,,,,
Angola,AGO,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,21.6,,,,,,,,,,
Angola,AGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,12.9111824086392,6.29025682837342,5.66468956353549,8.15637702246655,5.8395499748266,6.19838433868839,6.25087653552132,5.06040294790886,5.19128018876127,5.24227833734658,4.80533931673356,6.62119707047771,6.18029318057362,5.84568096888111,6.06963007473451,6.50749253992601,7.5470567791822,9.12253447070414,9.83116860869256,10.0169958599555,
Angola,AGO,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,840031172.522658,387034655.565374,517163204.882735,728859048.232153,892609948.954978,1104099935.26016,1472209717.57715,1870877459.72595,2719244833.46004,3421449079.01718,4254580694.73061,4655175861.79946,5179054574.41704,6534868426.82371,7772334516.27771,8896384125.08302,10996982491.7805,10599805694.1197,9941656304.30585,12233138227.1752,
Angola,AGO,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,32.79,,,,,20.78,,,,,,,,,,,,,
Angola,AGO,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,0.247051004,,,,,,,,,,0.241155861,,,,,,,,
Angola,AGO,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,85.1484469126404,85.2662442163671,84.612545768881,84.192962655501,83.2728000983284,81.8490324189526,83.5544746195668,84.242555645747,80.4172441066575,82.7781091345586,81.3261216435666,,,,,,,,,,
Angola,AGO,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,2434.0586975,2408.5115076,2535.2263326,2581.2224524,2625.3415687,2645.4098372,2559.3240245,2567.368881,2742.153236,2608.103129,2670.258625,,,,,,,,,,
Angola,AGO,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,23.1683065586121,23.0496602996433,24.6530085552107,25.3883525746222,25.328390086669,25.577814555638,24.7698051122554,23.8577007708701,24.3040619267,23.7250621688627,23.0300717481842,,,,,,,,,,
Angola,AGO,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,3727.08547608393,3709.15133541859,3884.89504715577,3934.40761013663,3975.24016732253,3987.53013359486,3915.85849019646,3902.78583830356,4035.37353012348,3926.73503956846,3982.49818712649,,,,,,,,,,
Angola,AGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,9.47707541969044,3.5120838630594,2.70090536129388,1.6890572146644,0.460120816867829,0,0,0,0,0,0,0,0,0.0192897669168946,3.81506605169639,0,0,
Angola,AGO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,701.6,620.4,564.4,585.4,627.2,646.1,491.7,583.4,445.9,464.3,652.7,571.4,629.3,662.4,552,814.4,888.3,982,934.1,904.5,
Angola,AGO,Surface area (sq. km),AG.SRF.TOTL.K2,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700
Angola,AGO,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,92.57,93.01,99.28,100.65,103.22,103.93,93.4,102.5,104.1,109.65,114.56,116.54,123.19,126.28,130.47,137.03,137.33,139.12,139.14,,
Angola,AGO,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,56.71,53.89,62.63,71.14,80.82,86.75,93.45,101.73,104.82,117.75,127.41,159.41,168.65,184.53,152.82,206.96,176.78,181.06,192.85,,
Angola,AGO,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,46.52,43.09,52.49,62.91,74.33,81.74,93.39,101.57,105.04,120.55,129.68,171.29,181.21,200.84,158.31,227.12,188.98,193.89,208.66,,
Angola,AGO,Cereal production (metric tons),AG.PRD.CREL.MT,609612,541183,519635,601120,733819,736542,742341,914886,723305,780963,754711,1056844,1181944,1412826,509545,1674598,1823436,2020111,2424333,2891266,
